areaname,musym,muname,muacres,farmlndcl,compname,nirrcapcl,nirrcapscl,PI
"Union County, Ohio",FoC2,"Fox silt loam, 6 to 12 percent slopes, moderately eroded",56,Farmland of local importance,Fox,3,e,59
"Union County, Ohio",MlD2,"Miamian silt loam, 12 to 18 percent slopes, eroded",45,Not prime farmland,Miamian,4,e,63
"Union County, Ohio",Sn,"Sloan silt loam, 0 to 1 percent slopes, frequently flooded",42,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Sloan,3,w,80
"Union County, Ohio",No,"Nolin silt loam, 0 to 2 percent slopes, occasionally flooded",35,All areas are prime farmland,Nolin,2,w,74
"Union County, Ohio",EmB,"Eldean silt loam, 2 to 6 percent slopes",26,All areas are prime farmland,Eldean,2,e,68
"Union County, Ohio",RrA,"Rossburg-Sloan complex, 0 to 2 percent slopes, occasionally flooded",21,All areas are prime farmland,Sloan,3,w,83
"Union County, Ohio",RrA,"Rossburg-Sloan complex, 0 to 2 percent slopes, occasionally flooded",21,All areas are prime farmland,Rossburg,2,w,83
"Union County, Ohio",Ko,"Kokomo silty clay loam, 0 to 2 percent slopes",18,Prime farmland if drained,Kokomo,2,w,87
"Union County, Ohio",CsB,"Crosby-Lewisburg silt loams, 2 to 6 percent slopes",16,Prime farmland if drained,Crosby,2,e,76
"Union County, Ohio",CsB,"Crosby-Lewisburg silt loams, 2 to 6 percent slopes",16,Prime farmland if drained,Lewisburg,2,e,76
"Union County, Ohio",LeB,"Lewisburg-Crosby complex, 2 to 6 percent slopes",12,All areas are prime farmland,Lewisburg,2,e,65
"Union County, Ohio",LeB,"Lewisburg-Crosby complex, 2 to 6 percent slopes",12,All areas are prime farmland,Crosby,2,e,65
"Union County, Ohio",LyD2,"Lybrand silt loam, 12 to 18 percent slopes, eroded",8,Not prime farmland,Lybrand,4,e,61
"Union County, Ohio",OeA,"Odell-Lewisburg complex, 0 to 2 percent slopes",6,Prime farmland if drained,Lewisburg,2,w,85
"Union County, Ohio",OeA,"Odell-Lewisburg complex, 0 to 2 percent slopes",6,Prime farmland if drained,Odell,2,w,85
"Union County, Ohio",SdB,"Scioto silt loam, 2 to 6 percent slopes",4,All areas are prime farmland,Scioto,2,e,67
"Union County, Ohio",LbB,"Lewisburg-Celina silt loams, 2 to 6 percent slopes",2,All areas are prime farmland,Lewisburg,2,e,72
"Union County, Ohio",LbB,"Lewisburg-Celina silt loams, 2 to 6 percent slopes",2,All areas are prime farmland,Celina,2,e,72
"Union County, Ohio",RpA,"Rossburg silt loam, 0 to 2 percent slopes, occasionally flooded",2,All areas are prime farmland,Rossburg,2,w,86
"Union County, Ohio",SdA,"Scioto silt loam, 0 to 2 percent slopes",2,All areas are prime farmland,Scioto,2,s,70
"Union County, Ohio",FpC2,"Fox-Miami silt loams, 6 to 12 percent slopes, moderately eroded",1,Not prime farmland,Fox,3,e,60
"Union County, Ohio",FpC2,"Fox-Miami silt loams, 6 to 12 percent slopes, moderately eroded",1,Not prime farmland,Miami,3,e,60
"Union County, Ohio",LsA,"Lobdell, channery substratum-Sloan, till substratum complex, 0 to 2 percent slopes, occasionally flooded",1,All areas are prime farmland,Lobdell,2,w,75
"Union County, Ohio",LsA,"Lobdell, channery substratum-Sloan, till substratum complex, 0 to 2 percent slopes, occasionally flooded",1,All areas are prime farmland,Sloan,3,w,75
"Union County, Ohio",Mm,"Millgrove silty clay loam, 0 to 2 percent slopes, rarely flooded",1,Prime farmland if drained,Millgrove,2,w,97
"Van Wert County, Ohio",Pk,"Pewamo silty clay loam, 0 to 1 percent slopes",76457,Prime farmland if drained,Pewamo,2,w,84
"Van Wert County, Ohio",HtA,"Hoytville silty clay, 0 to 1 percent slopes",60130,Prime farmland if drained,Hoytville,2,w,81
"Van Wert County, Ohio",Blg1A1,"Blount silt loam, ground moraine, 0 to 2 percent slopes",37649,Prime farmland if drained,Blount,2,w,78
"Van Wert County, Ohio",HcA,"Hoytville silty clay loam, 0 to 1 percent slopes",15218,Prime farmland if drained,Hoytville,2,w,83
"Van Wert County, Ohio",Blg1B1,"Blount silt loam, ground moraine, 2 to 4 percent slopes",13960,Prime farmland if drained,Blount,2,e,75
"Van Wert County, Ohio",Lb,"Latty silty clay, till substratum, 0 to 1 percent slopes",10580,Prime farmland if drained,Latty,3,w,78
"Van Wert County, Ohio",Wa,Wabasha silty clay loam,4301,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Wabasha,3,w,68
"Van Wert County, Ohio",NtA,"Nappanee silty clay loam, 0 to 2 percent slopes",4052,Prime farmland if drained,Nappanee,3,w,70
"Van Wert County, Ohio",NpA,"Nappanee silt loam, 0 to 2 percent slopes",3678,Prime farmland if drained,Nappanee,3,w,73
"Van Wert County, Ohio",Mnl3A,"Minster silty clay loam, till substratum, 0 to 1 percent slopes",3413,Prime farmland if drained,Minster,3,w,75
"Van Wert County, Ohio",Ble1B1,"Blount silt loam, end moraine, 2 to 4 percent slopes",3300,Prime farmland if drained,Blount,2,e,75
"Van Wert County, Ohio",Mns3A,"Minster silty clay loam, 0 to 1 percent slopes",2503,Prime farmland if drained,Minster,3,w,75
"Van Wert County, Ohio",Ble1A1,"Blount silt loam, end moraine, 0 to 2 percent slopes",2439,Prime farmland if drained,Blount,2,w,78
"Van Wert County, Ohio",To,"Toledo silty clay, 0 to 1 percent slopes",1841,Prime farmland if drained,Toledo,3,w,74
"Van Wert County, Ohio",Gwg1B1,"Glynwood silt loam, ground moraine, 2 to 6 percent slopes",1787,All areas are prime farmland,Glynwood,2,e,70
"Van Wert County, Ohio",Gwe1B1,"Glynwood silt loam, end moraine, 2 to 6 percent slopes",1614,All areas are prime farmland,Glynwood,2,e,70
"Van Wert County, Ohio",HnA,"Haskins loam, 0 to 3 percent slopes",1483,Prime farmland if drained,Haskins,2,w,77
"Van Wert County, Ohio",Slo3AF,"Sloan silty clay loam, 0 to 1 percent slopes, frequently flooded",1390,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Sloan,3,w,78
"Van Wert County, Ohio",Wh,Wabasha silty clay,1103,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Wabasha,3,w,67
"Van Wert County, Ohio",DmA,"Digby loam, 0 to 2 percent slopes",1042,Prime farmland if drained,Digby,2,w,77
"Van Wert County, Ohio",Po,"Pewamo silty clay, 0 to 2 percent slopes",1034,Prime farmland if drained,Pewamo,2,w,81
"Van Wert County, Ohio",HnB,"Haskins loam, 2 to 6 percent slopes",885,Prime farmland if drained,Haskins,2,e,76
"Van Wert County, Ohio",BmB,"Belmore loam, 2 to 6 percent slopes",865,All areas are prime farmland,Belmore,2,e,64
"Van Wert County, Ohio",HdB,"Haney loam, 2 to 6 percent slopes",835,All areas are prime farmland,Haney,2,e,71
"Van Wert County, Ohio",DmB,"Digby loam, 2 to 6 percent slopes",688,Prime farmland if drained,Digby,2,e,74
"Van Wert County, Ohio",Gwe1B2,"Glynwood silt loam, end moraine, 2 to 6 percent slopes, eroded",653,All areas are prime farmland,Glynwood,2,e,65
"Van Wert County, Ohio",Gwg1B2,"Glynwood silt loam, ground moraine, 2 to 6 percent slopes, eroded",625,All areas are prime farmland,Glynwood,2,e,65
"Van Wert County, Ohio",NpB,"Nappanee silt loam, 2 to 6 percent slopes",625,Prime farmland if drained,Nappanee,3,e,70
"Van Wert County, Ohio",Blg2B1,"Blount loam, ground moraine, 2 to 6 percent slopes",610,Prime farmland if drained,Blount,2,e,74
"Van Wert County, Ohio",EoB,"Elliott silt loam, 0 to 4 percent slopes",436,Prime farmland if drained,Elliott,2,e,77
"Van Wert County, Ohio",Blg2A1,"Blount loam, ground moraine, 0 to 2 percent slopes",432,Prime farmland if drained,Blount,2,w,78
"Van Wert County, Ohio",MoB,"Glynwood loam, 2 to 6 percent slopes",378,All areas are prime farmland,Glynwood,2,e,70
"Van Wert County, Ohio",Me,Millgrove silt loam,365,Prime farmland if drained,Millgrove,2,w,100
"Van Wert County, Ohio",Gwg5C2,"Glynwood clay loam, ground moraine, 6 to 12 percent slopes, eroded",336,Not prime farmland,Glynwood,3,e,61
"Van Wert County, Ohio",La,Latty silty clay loam,324,Prime farmland if drained,Latty,3,w,81
"Van Wert County, Ohio",NtB,"Nappanee silty clay loam, 2 to 6 percent slopes",315,Prime farmland if drained,Nappanee,3,e,66
"Van Wert County, Ohio",Mg,Millgrove silty clay loam,250,Prime farmland if drained,Millgrove,2,w,97
"Van Wert County, Ohio",Md,Mermill silt loam,248,Prime farmland if drained,Mermill,2,w,92
"Van Wert County, Ohio",RmB,"Rawson loam, 2 to 6 percent slopes",230,All areas are prime farmland,Rawson,2,e,73
"Van Wert County, Ohio",Gwd5C2,"Glynwood clay loam, 6 to 12 percent slopes, eroded",224,Not prime farmland,Glynwood,4,e,61
"Van Wert County, Ohio",ScB,"St. Clair silt loam, 2 to 6 percent slopes",218,All areas are prime farmland,St. Clair,3,e,61
"Van Wert County, Ohio",HkB,"Haskins fine sandy loam, 2 to 6 percent slopes",206,Prime farmland if drained,Haskins,2,e,71
"Van Wert County, Ohio",ScC2,"St. Clair silt loam, 6 to 12 percent slopes, moderately eroded",203,Not prime farmland,St. Clair,4,e,56
"Van Wert County, Ohio",Sho3AF,"Shoals silty clay loam, 0 to 1 percent slopes, frequently flooded",195,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Shoals,2,w,66
"Van Wert County, Ohio",Cw,Colwood silt loam,189,Prime farmland if drained,Colwood,2,w,97
"Van Wert County, Ohio",NtB2,"Nappanee silty clay loam, 2 to 6 percent slopes, moderately eroded",178,Prime farmland if drained,Nappanee,3,e,65
"Van Wert County, Ohio",BoB2,"Blount silt loam, 2 to 6 percent slopes, eroded",157,Prime farmland if drained,Blount,2,e,71
"Van Wert County, Ohio",Sac3AF,"Saranac silty clay loam, 0 to 2 percent slopes, frequently flooded",156,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Saranac,3,w,69
"Van Wert County, Ohio",BmA,"Belmore loam, 0 to 2 percent slopes",137,All areas are prime farmland,Belmore,2,s,67
"Van Wert County, Ohio",HdA,"Haney loam, 0 to 2 percent slopes",129,All areas are prime farmland,Haney,1,NA,74
"Van Wert County, Ohio",NaA,"Nappanee loam, 0 to 2 percent slopes",129,Prime farmland if drained,Nappanee,3,w,73
"Van Wert County, Ohio",Wb,"Wabasha silty clay loam, moderately shallow variant",125,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Wabasha Variant,3,w,61
"Van Wert County, Ohio",De,Defiance silt loam,119,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Defiance,3,w,66
"Van Wert County, Ohio",Df,Defiance silty clay loam,111,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Defiance,3,w,58
"Van Wert County, Ohio",Hs,"Hoytville silty clay loam, moderately shallow variant",107,Prime farmland if drained,Hoytville Variant,3,w,76
"Van Wert County, Ohio",HaB,"Haney sandy loam, 2 to 6 percent slopes",106,All areas are prime farmland,Haney,2,e,69
"Van Wert County, Ohio",BlB,"Belmore sandy loam, 2 to 6 percent slopes",99,All areas are prime farmland,Belmore,2,e,62
"Van Wert County, Ohio",DgA,"Digby sandy loam, 0 to 2 percent slopes",99,Prime farmland if drained,Digby,2,w,76
"Van Wert County, Ohio",DgB,"Digby sandy loam, 2 to 6 percent slopes",98,Prime farmland if drained,Digby,2,e,72
"Van Wert County, Ohio",Ks,Kibbie silt loam,96,Prime farmland if drained,Kibbie,2,w,85
"Van Wert County, Ohio",HkA,"Haskins fine sandy loam, 0 to 2 percent slopes",90,Prime farmland if drained,Haskins,2,w,73
"Van Wert County, Ohio",Mc,McGary silt loam,84,Prime farmland if drained,McGary,3,w,68
"Van Wert County, Ohio",SbA,"Saranac silty clay loam, till substratum, 0 to 1 percent slopes, frequently flooded",75,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Saranac,3,w,69
"Van Wert County, Ohio",Em,"Eel silt loam, 0 to 2 percent slopes, frequently flooded",71,Prime farmland if protected from flooding or not frequently flooded during the growing season,Eel,2,w,64
"Van Wert County, Ohio",BmC,"Belmore loam, 6 to 12 percent slopes",65,Not prime farmland,Belmore,3,e,61
"Van Wert County, Ohio",MrD2,"Morley silt loam, 12 to 18 percent slopes, eroded",63,Not prime farmland,Morley,4,e,59
"Van Wert County, Ohio",NsA,"Nappanee clay loam, 0 to 2 percent slopes",19,Prime farmland if drained,Nappanee,3,w,70
"Van Wert County, Ohio",GaB,"Gallman sandy loam, 2 to 6 percent slopes",9,All areas are prime farmland,Gallman,2,e,66
"Van Wert County, Ohio",SdC2,"St. Clair silty clay loam, 6 to 12 percent slopes, eroded",7,Not prime farmland,St. Clair,4,e,54
"Van Wert County, Ohio",Tic3AF,"Tice silty clay loam, 0 to 2 percent slopes, frequently flooded",5,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Tice,3,w,69
"Van Wert County, Ohio",Gwg5B2,"Glynwood clay loam, ground moraine, 2 to 6 percent slopes, eroded",3,All areas are prime farmland,Glynwood,2,e,65
"Vinton County, Ohio",WhL1D1,"Wharton-Latham silt loams, 15 to 25 percent slopes",19962,Not prime farmland,Wharton,4,e,45
"Vinton County, Ohio",WhL1D1,"Wharton-Latham silt loams, 15 to 25 percent slopes",19962,Not prime farmland,Latham,6,e,45
"Vinton County, Ohio",WhL1C1,"Wharton-Latham silt loams, 6 to 15 percent slopes",14927,Not prime farmland,Wharton,3,e,57
"Vinton County, Ohio",WhL1C1,"Wharton-Latham silt loams, 6 to 15 percent slopes",14927,Not prime farmland,Latham,4,e,57
"Vinton County, Ohio",GaD,"Germano-Gilpin complex, 15 to 25 percent slopes",9310,Not prime farmland,Germano,4,e,51
"Vinton County, Ohio",GaD,"Germano-Gilpin complex, 15 to 25 percent slopes",9310,Not prime farmland,Gilpin,4,e,51
"Vinton County, Ohio",GlR1C1,"Gilpin-Rarden silt loams, 6 to 15 percent slopes",7077,Not prime farmland,Gilpin,3,e,58
"Vinton County, Ohio",GlR1C1,"Gilpin-Rarden silt loams, 6 to 15 percent slopes",7077,Not prime farmland,Rarden,4,e,58
"Vinton County, Ohio",Omu1B1,"Omulga silt loam, 2 to 6 percent slopes",6712,All areas are prime farmland,Omulga,2,e,65
"Vinton County, Ohio",Omu1C1,"Omulga silt loam, 6 to 12 percent slopes",5565,Not prime farmland,Omulga,3,e,61
"Vinton County, Ohio",GmC,"Gilpin-Tarhollow complex, 6 to 15 percent slopes",5424,Not prime farmland,Tarhollow,3,e,59
"Vinton County, Ohio",GmC,"Gilpin-Tarhollow complex, 6 to 15 percent slopes",5424,Not prime farmland,Gilpin,3,e,59
"Vinton County, Ohio",Phi1AF,"Philo silt loam, 0 to 3 percent slopes, frequently flooded",5418,Prime farmland if protected from flooding or not frequently flooded during the growing season,Philo,2,w,75
"Vinton County, Ohio",GlR1D1,"Gilpin-Rarden silt loams, 15 to 25 percent slopes",4832,Not prime farmland,Gilpin,4,e,53
"Vinton County, Ohio",GlR1D1,"Gilpin-Rarden silt loams, 15 to 25 percent slopes",4832,Not prime farmland,Rarden,6,e,53
"Vinton County, Ohio",Po,"Pope loam, 0 to 2 percent slopes, frequently flooded",4116,Prime farmland if protected from flooding or not frequently flooded during the growing season,Pope,2,w,61
"Vinton County, Ohio",GaC,"Germano-Gilpin complex, 6 to 15 percent slopes",3726,Not prime farmland,Gilpin,3,e,60
"Vinton County, Ohio",GaC,"Germano-Gilpin complex, 6 to 15 percent slopes",3726,Not prime farmland,Germano,3,e,60
"Vinton County, Ohio",Bhv1B,"Bethesda silt loam, 0 to 8 percent slopes, reclaimed",3510,Not prime farmland,Bethesda,3,s,34
"Vinton County, Ohio",BgC,"Berks-Tarhollow complex, 6 to 15 percent slopes",3482,Not prime farmland,Tarhollow,3,e,57
"Vinton County, Ohio",BgC,"Berks-Tarhollow complex, 6 to 15 percent slopes",3482,Not prime farmland,Berks,3,e,57
"Vinton County, Ohio",SkP1AF,"Stokly-Philo silt loams, 0 to 3 percent slopes, frequently flooded",3291,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Philo,2,w,65
"Vinton County, Ohio",SkP1AF,"Stokly-Philo silt loams, 0 to 3 percent slopes, frequently flooded",3291,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Stokly,2,w,65
"Vinton County, Ohio",GcC,"Gilpin-Aaron complex, 6 to 15 percent slopes",3228,Not prime farmland,Gilpin,3,e,59
"Vinton County, Ohio",GcC,"Gilpin-Aaron complex, 6 to 15 percent slopes",3228,Not prime farmland,Aaron,3,e,59
"Vinton County, Ohio",Bhv1D,"Bethesda silt loam, 8 to 25 percent slopes, reclaimed",3014,Not prime farmland,Bethesda,6,e,26
"Vinton County, Ohio",RrW1C2,"Rarden-Wharton silt loams, 8 to 15 percent slopes, eroded",2506,Not prime farmland,Rarden,4,e,54
"Vinton County, Ohio",RrW1C2,"Rarden-Wharton silt loams, 8 to 15 percent slopes, eroded",2506,Not prime farmland,Wharton,3,e,54
"Vinton County, Ohio",WbC,"Wellston silt loam, 8 to 15 percent slopes",2278,Not prime farmland,Wellston,3,e,67
"Vinton County, Ohio",Pop1AF,"Pope silt loam, 0 to 3 percent slopes, frequently flooded",2176,Prime farmland if protected from flooding or not frequently flooded during the growing season,Pope,2,w,61
"Vinton County, Ohio",PpS1AF,"Pope-Stokly silt loams, 0 to 3 percent slopes, frequently flooded",1866,Prime farmland if protected from flooding or not frequently flooded during the growing season,Pope,2,w,60
"Vinton County, Ohio",PpS1AF,"Pope-Stokly silt loams, 0 to 3 percent slopes, frequently flooded",1866,Prime farmland if protected from flooding or not frequently flooded during the growing season,Stokly,2,w,60
"Vinton County, Ohio",Pop6AF,"Pope fine sandy loam, 0 to 3 percent slopes, frequently flooded",1750,Prime farmland if protected from flooding or not frequently flooded during the growing season,Pope,2,w,61
"Vinton County, Ohio",GgD,"Gilpin-Guernsey complex, 15 to 25 percent slopes",1374,Not prime farmland,Guernsey,4,e,51
"Vinton County, Ohio",GgD,"Gilpin-Guernsey complex, 15 to 25 percent slopes",1374,Not prime farmland,Gilpin,4,e,51
"Vinton County, Ohio",FaB,"Fairpoint clay loam, 0 to 8 percent slopes",1303,Not prime farmland,Fairpoint,3,s,42
"Vinton County, Ohio",Tg,"Tioga fine sandy loam, frequently flooded",1176,Prime farmland if protected from flooding or not frequently flooded during the growing season,Tioga,2,w,65
"Vinton County, Ohio",New1AF,"Newark silt loam, 0 to 3 percent slopes, frequently flooded",1105,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Newark,2,w,61
"Vinton County, Ohio",Bne1AF,"Bonnie silt loam, 0 to 2 percent slopes, frequently flooded",960,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Bonnie,3,w,61
"Vinton County, Ohio",ScD,"Shelocta-Cruze silt loams, 15 to 25 percent slopes",891,Not prime farmland,Shelocta,4,e,50
"Vinton County, Ohio",ScD,"Shelocta-Cruze silt loams, 15 to 25 percent slopes",891,Not prime farmland,Cruze,4,e,50
"Vinton County, Ohio",FcA,"Fitchville silt loam, 0 to 3 percent slopes",832,Prime farmland if drained,Fitchville,2,w,70
"Vinton County, Ohio",LhW1D2,"Latham-Wharton silt loams, 15 to 25 percent slopes, eroded",730,Not prime farmland,Wharton,4,e,40
"Vinton County, Ohio",LhW1D2,"Latham-Wharton silt loams, 15 to 25 percent slopes, eroded",730,Not prime farmland,Latham,6,e,40
"Vinton County, Ohio",Ph,"Philo silt loam, frequently flooded",647,Prime farmland if protected from flooding or not frequently flooded during the growing season,Philo,2,w,75
