areaname,musym,muname,muacres,farmlndcl,PI
"Summit County, Ohio",LoC2,"Loudonville silt loam, 6 to 12 percent slopes, moderately eroded",701,Not prime farmland,62
"Summit County, Ohio",GbC2,"Geeburg silt loam, 6 to 12 percent slopes, moderately eroded",650,Not prime farmland,42
"Summit County, Ohio",GfD2,"Glenford silt loam, 12 to 18 percent slopes, eroded",648,Not prime farmland,59
"Summit County, Ohio",JtB,"Jimtown loam, 2 to 6 percent slopes",609,Prime farmland if drained,64
"Summit County, Ohio",CcA,"Caneadea silt loam, 0 to 2 percent slopes",603,Not prime farmland,63
"Summit County, Ohio",DkF,"Dekalb sandy loam, 25 to 70 percent slopes",591,Not prime farmland,NA
"Summit County, Ohio",Tg,Tioga loam,557,Prime farmland if protected from flooding or not frequently flooded during the growing season,72
"Summit County, Ohio",EuC,"Ellsworth-Urban land complex, 6 to 18 percent slopes",554,Not prime farmland,NA
"Summit County, Ohio",Ch,Chagrin silt loam,547,Prime farmland if protected from flooding or not frequently flooded during the growing season,77
"Summit County, Ohio",WrA,"Wheeling silt loam, 0 to 2 percent slopes",517,All areas are prime farmland,75
"Summit County, Ohio",LuC,"Loudonville-Urban land complex, rolling",506,Not prime farmland,NA
"Summit County, Ohio",BeF,"Berks channery silt loam, 25 to 70 percent slopes",476,Not prime farmland,NA
"Summit County, Ohio",RtB,"Rittman silt loam, sandstone substratum, 2 to 6 percent slopes",451,All areas are prime farmland,67
"Summit County, Ohio",CwC2,"Chili-Wooster complex, 6 to 12 percent slopes, moderately eroded",449,Not prime farmland,61
"Summit County, Ohio",Wb,"Wadsworth-Urban land complex, 0 to 6 percent slopes",444,Not prime farmland,NA
"Summit County, Ohio",Wt,Willette muck,419,Not prime farmland,78
"Summit County, Ohio",Fr,"Frenchtown silt loam, 0 to 2 percent slopes",405,Prime farmland if drained,58
"Summit County, Ohio",DkD,"Dekalb sandy loam, 12 to 18 percent slopes",402,Not prime farmland,56
"Summit County, Ohio",Up,Udorthents-pits complex,402,Not prime farmland,NA
"Summit County, Ohio",BgA,"Bogart loam, 0 to 2 percent slopes",400,All areas are prime farmland,74
"Summit County, Ohio",DkE,"Dekalb sandy loam, 18 to 25 percent slopes",397,Not prime farmland,45
"Summit County, Ohio",WuE2,"Wooster silt loam, 18 to 25 percent slopes, moderately eroded",356,Not prime farmland,50
"Summit County, Ohio",RsD,"Rittman silt loam, 12 to 18 percent slopes",337,Not prime farmland,51
"Summit County, Ohio",Ld,Linwood muck,330,Not prime farmland,83
"Summit County, Ohio",WuD,"Wooster silt loam, 12 to 18 percent slopes",324,Not prime farmland,69
"Summit County, Ohio",BhB,"Bogart-Haskins loams, 2 to 6 percent slopes",320,All areas are prime farmland,69
"Summit County, Ohio",GbD2,"Geeburg silt loam, 12 to 18 percent slopes, moderately eroded",313,Not prime farmland,30
"Summit County, Ohio",HcB,"Haskins-Caneadea complex, 2 to 6 percent slopes",305,Prime farmland if drained,61
"Summit County, Ohio",WwD,"Wooster-Urban land complex, hilly",300,Not prime farmland,NA
"Summit County, Ohio",GfA,"Glenford silt loam, 0 to 2 percent slopes",286,All areas are prime farmland,81
"Summit County, Ohio",DkC,"Dekalb sandy loam, 6 to 12 percent slopes",285,Not prime farmland,61
"Summit County, Ohio",CeB,"Canfield silt loam, sandstone substratum, 2 to 6 percent slopes",275,All areas are prime farmland,73
"Summit County, Ohio",CwD2,"Chili-Wooster complex, 12 to 18 percent slopes, moderately eroded",275,Not prime farmland,56
"Summit County, Ohio",OsA,"Oshtemo sandy loam, 0 to 2 percent slopes",246,All areas are prime farmland,65
"Summit County, Ohio",BrF,"Brecksville silt loam, 25 to 80 percent slopes, very rocky",244,Not prime farmland,NA
"Summit County, Ohio",LoE,"Loudonville silt loam, 18 to 25 percent slopes",243,Not prime farmland,47
"Summit County, Ohio",Cm,Chagrin-Urban land complex,242,Not prime farmland,NA
"Summit County, Ohio",Wc,Wallkill silt loam,241,Not prime farmland,70
"Summit County, Ohio",MtB,"Mitiwanga silt loam, 2 to 6 percent slopes",238,Prime farmland if drained,62
"Summit County, Ohio",CwE2,"Chili-Wooster complex, 18 to 25 percent slopes, moderately eroded",232,Not prime farmland,53
"Summit County, Ohio",RsE2,"Rittman silt loam, 18 to 25 percent slopes, eroded",222,Not prime farmland,37
"Summit County, Ohio",RtC,"Rittman silt loam, sandstone substratum, 6 to 12 percent slopes",208,Not prime farmland,58
"Summit County, Ohio",RuC,"Rittman-Urban land complex, 6 to 12 percent slopes",185,Not prime farmland,NA
"Summit County, Ohio",WvD2,"Wooster silt loam, sandstone substratum, 12 to 18 percent slopes, moderately eroded",178,Not prime farmland,66
"Summit County, Ohio",WyB,"Wooster-Riddles silt loams, 2 to 6 percent slopes",178,All areas are prime farmland,83
"Summit County, Ohio",EsB,"Ellsworth silt loam, sandstone substratum, 2 to 6 percent slopes",176,All areas are prime farmland,65
"Summit County, Ohio",GoC,"Glenford-Urban land complex, 6 to 12 percent slopes",141,Not prime farmland,NA
"Summit County, Ohio",Ce,Canadice silt loam,116,Not prime farmland,52
"Summit County, Ohio",WvC2,"Wooster silt loam, sandstone substratum, 6 to 12 percent slopes, moderately eroded",110,Not prime farmland,73
"Summit County, Ohio",WuF2,"Wooster silt loam, 25 to 50 percent slopes, moderately eroded",105,Not prime farmland,NA
"Summit County, Ohio",Pq,"Pits, quarry",101,Not prime farmland,NA
"Summit County, Ohio",Ud,"Udorthents, loamy",96,Not prime farmland,NA
"Summit County, Ohio",EsC,"Ellsworth silt loam, sandstone substratum, 6 to 12 percent slopes",86,Not prime farmland,59
"Summit County, Ohio",CoE2,"Chili gravelly loam, 12 to 25 percent slopes, moderately eroded",43,Not prime farmland,47
"Summit County, Ohio",WyC2,"Wooster-Riddles silt loams, 6 to 12 percent slopes, eroded",39,Not prime farmland,73
"Summit County, Ohio",WyD2,"Wooster-Riddles silt loams, 12 to 18 percent slopes, eroded",31,Not prime farmland,67
"Summit County, Ohio",CpC2,"Chili silt loam, 6 to 12 percent slopes, moderately eroded",26,Not prime farmland,59
"Summit County, Ohio",EhD2,"Ellsworth silt loam, 12 to 18 percent slopes, eroded",24,Not prime farmland,47
"Summit County, Ohio",ElF,"Ellsworth silt loam, 25 to 70 percent slopes",24,Not prime farmland,NA
"Summit County, Ohio",CvF,"Chili-Oshtemo complex, 25 to 50 percent slopes",18,Not prime farmland,NA
"Summit County, Ohio",GbC,"Geeburg silt loam, 6 to 18 percent slopes",16,Not prime farmland,33
"Summit County, Ohio",ElB2,"Ellsworth silt loam, 2 to 6 percent slopes, eroded",15,All areas are prime farmland,63
"Summit County, Ohio",WxE2,"Wooster silt loam, 12 to 25 percent slopes, moderately eroded",8,Not prime farmland,61
"Summit County, Ohio",CtF2,"Chili and Conotton gravelly loams, 25 to 50 percent slopes, moderately eroded",5,Not prime farmland,NA
"Summit County, Ohio",LoD2,"Loudonville silt loam, 12 to 18 percent slopes, moderately eroded",5,Not prime farmland,52
"Summit County, Ohio",CoC,"Chili gravelly loam, 6 to 12 percent slopes",3,Not prime farmland,60
"Summit County, Ohio",CsD2,"Conotton gravelly loam, 12 to 18 percent slopes, moderately eroded",3,Not prime farmland,42
"Summit County, Ohio",CsC,"Conotton gravelly loam, 6 to 12 percent slopes",2,Not prime farmland,54
"Summit County, Ohio",FlA,"Fitchville silt loam, low terrace, 0 to 2 percent slopes",2,Prime farmland if drained,76
"Summit County, Ohio",WyC,"Wooster-Riddles silt loams, 6 to 12 percent slopes",2,Not prime farmland,77
"Summit County, Ohio",Cb,"Chagrin loam, alkaline phase",1,All areas are prime farmland,75
"Summit County, Ohio",CsB,"Conotton gravelly loam, 2 to 6 percent slopes",1,Not prime farmland,57
"Summit County, Ohio",Kk,Killbuck silt loam,1,Prime farmland if drained,69
"Summit County, Ohio",LoE2,"Loudonville silt loam, 12 to 25 percent slopes, moderately eroded",1,Not prime farmland,52
"Summit County, Ohio",Sh,"Sebring silt loam, till substratum, 0 to 2 percent slopes",1,Prime farmland if drained,58
"Summit County, Ohio",WhB,"Weinbach silt loam, 2 to 6 percent slopes",1,Prime farmland if drained,71
"Summit County, Ohio",WmC2,"Wheeling loam, 6 to 12 percent slopes, moderately eroded",1,Not prime farmland,66
"Trumbull County, Ohio",MgB,"Mahoning silt loam, 2 to 6 percent slopes",25715,Prime farmland if drained,62
"Trumbull County, Ohio",MgA,"Mahoning silt loam, 0 to 2 percent slopes",23265,Prime farmland if drained,63
"Trumbull County, Ohio",WbB,"Wadsworth silt loam, 2 to 6 percent slopes",20655,Prime farmland if drained,60
"Trumbull County, Ohio",W,Water,19196,Not prime farmland,NA
"Trumbull County, Ohio",WbA,"Wadsworth silt loam, 0 to 2 percent slopes",17045,Prime farmland if drained,62
"Trumbull County, Ohio",RmB,"Remsen silt loam, 2 to 6 percent slopes",15555,Farmland of local importance,55
"Trumbull County, Ohio",FcA,"Fitchville silt loam, 0 to 2 percent slopes",14325,Prime farmland if drained,70
"Trumbull County, Ohio",CfB,"Canfield silt loam, 2 to 6 percent slopes",12400,All areas are prime farmland,73
"Trumbull County, Ohio",RaB,"Ravenna silt loam, 2 to 6 percent slopes",11920,Prime farmland if drained,60
"Trumbull County, Ohio",Sb,"Sebring silt loam, 0 to 2 percent slopes",11915,Prime farmland if drained,58
"Trumbull County, Ohio",HaA,"Haskins loam, 0 to 2 percent slopes",11615,Prime farmland if drained,77
"Trumbull County, Ohio",Sc,"Sebring silt loam, till substratum, 0 to 2 percent slopes",11520,Prime farmland if drained,58
"Trumbull County, Ohio",RsB,"Rittman silt loam, 2 to 6 percent slopes",9455,All areas are prime farmland,67
"Trumbull County, Ohio",RaA,"Ravenna silt loam, 0 to 2 percent slopes",9425,Prime farmland if drained,62
"Trumbull County, Ohio",Ho,"Holly silt loam, frequently flooded",9215,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,58
"Trumbull County, Ohio",JtA,"Jimtown loam, 0 to 2 percent slopes",8610,Prime farmland if drained,67
"Trumbull County, Ohio",HaB,"Haskins loam, 2 to 6 percent slopes",8205,Prime farmland if drained,76
"Trumbull County, Ohio",Or,"Orrville silt loam, frequently flooded",8020,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,69
"Trumbull County, Ohio",DrA,"Darien silt loam, 0 to 2 percent slopes",7915,Prime farmland if drained,63
"Trumbull County, Ohio",CnB,"Chili loam, 2 to 6 percent slopes",6930,All areas are prime farmland,67
"Trumbull County, Ohio",Ur,Urban land,6575,Not prime farmland,NA
"Trumbull County, Ohio",RmA,"Remsen silt loam, 0 to 2 percent slopes",5545,Farmland of local importance,57
"Trumbull County, Ohio",CdA,"Caneadea-Canadice complex, 0 to 2 percent slopes",5530,Farmland of local importance,55
"Trumbull County, Ohio",Cb,Canadice silty clay loam,5430,Farmland of local importance,52
"Trumbull County, Ohio",Ct,Condit silt loam,5325,Prime farmland if drained,60
"Trumbull County, Ohio",Ud,"Udorthents, loamy",5110,Not prime farmland,NA
"Trumbull County, Ohio",LyB,"Loudonville silt loam, 2 to 6 percent slopes",4900,All areas are prime farmland,71
"Trumbull County, Ohio",EhB,"Ellsworth silt loam, 2 to 6 percent slopes",4455,All areas are prime farmland,67
"Trumbull County, Ohio",OsB,"Oshtemo sandy loam, 2 to 6 percent slopes",4085,All areas are prime farmland,63
"Trumbull County, Ohio",MhB,"Mahoning silt loam, shale substratum, 2 to 6 percent slopes",4055,Prime farmland if drained,62
"Trumbull County, Ohio",Da,Damascus loam,3940,Prime farmland if drained,59
"Trumbull County, Ohio",GbB,"Geeburg silt loam, 2 to 6 percent slopes",3770,Farmland of local importance,53
"Trumbull County, Ohio",RdB,"Rawson silt loam, 2 to 6 percent slopes",3765,All areas are prime farmland,73
"Trumbull County, Ohio",FcB,"Fitchville silt loam, 2 to 6 percent slopes",2800,Prime farmland if drained,68
"Trumbull County, Ohio",GfB,"Glenford silt loam, 2 to 6 percent slopes",2720,All areas are prime farmland,78
"Trumbull County, Ohio",Tg,"Tioga loam, occasionally flooded",2720,All areas are prime farmland,72
"Trumbull County, Ohio",CnC,"Chili loam, 6 to 12 percent slopes",2705,Farmland of local importance,61
"Trumbull County, Ohio",MtA,"Mitiwanga silt loam, 0 to 2 percent slopes",2665,Prime farmland if drained,65
"Trumbull County, Ohio",MtB,"Mitiwanga silt loam, 2 to 6 percent slopes",2510,Prime farmland if drained,62
"Trumbull County, Ohio",Tr,"Trumbull silty clay loam, 0 to 2 percent slopes",2490,Farmland of local importance,55
"Trumbull County, Ohio",FdA,"Fitchville-Urban land complex, 0 to 3 percent slopes",2385,Not prime farmland,NA
"Trumbull County, Ohio",CfC,"Canfield silt loam, 6 to 12 percent slopes",2345,Farmland of local importance,67
"Trumbull County, Ohio",ExB,"Ellsworth-Urban land complex, 2 to 6 percent slopes",2300,Not prime farmland,NA
"Trumbull County, Ohio",PsB,"Platea silt loam, 2 to 6 percent slopes",2180,Farmland of local importance,60
"Trumbull County, Ohio",CcA,"Caneadea silt loam, 0 to 2 percent slopes",2060,Farmland of local importance,63
"Trumbull County, Ohio",LyC,"Loudonville silt loam, 6 to 12 percent slopes",2010,Farmland of local importance,65
"Trumbull County, Ohio",CeA,"Caneadea-Urban land complex, 0 to 2 percent slopes",1930,Not prime farmland,NA
"Trumbull County, Ohio",GbB2,"Geeburg silt loam, 2 to 6 percent slopes, eroded",1890,Farmland of local importance,48
"Trumbull County, Ohio",DrB,"Darien silt loam, 2 to 6 percent slopes",1870,Prime farmland if drained,60
"Trumbull County, Ohio",EhC2,"Ellsworth silt loam, 6 to 12 percent slopes, eroded",1800,Farmland of local importance,56
"Trumbull County, Ohio",MhA,"Mahoning silt loam, shale substratum, 0 to 2 percent slopes",1720,Prime farmland if drained,63
"Trumbull County, Ohio",PsA,"Platea silt loam, 0 to 2 percent slopes",1655,Farmland of local importance,62
"Trumbull County, Ohio",HbB,"Haskins-Urban land complex, 2 to 6 percent slopes",1625,Not prime farmland,NA
"Trumbull County, Ohio",WeB,"Wadsworth-Urban land complex, 2 to 6 percent slopes",1575,Not prime farmland,NA
"Trumbull County, Ohio",JtB,"Jimtown loam, 2 to 6 percent slopes",1450,Prime farmland if drained,64
"Trumbull County, Ohio",LzC,"Loudonville-Urban land complex, 6 to 18 percent slopes",1310,Not prime farmland,NA
"Trumbull County, Ohio",CaB,"Cambridge silt loam, 2 to 6 percent slopes",1290,All areas are prime farmland,64
"Trumbull County, Ohio",GbC,"Geeburg silt loam, 6 to 12 percent slopes",1280,Farmland of local importance,47
"Trumbull County, Ohio",CnA,"Chili loam, 0 to 2 percent slopes",1210,All areas are prime farmland,69
"Trumbull County, Ohio",RsC,"Rittman silt loam, 6 to 12 percent slopes",1175,Farmland of local importance,58
"Trumbull County, Ohio",LzB,"Loudonville-Urban land complex, 2 to 6 percent slopes",1140,Not prime farmland,NA
"Trumbull County, Ohio",Lp,"Lorain silty clay loam, loamy substratum",1125,Prime farmland if drained,73
"Trumbull County, Ohio",Mo,"Mill silt loam, 0 to 2 percent slopes",1125,Prime farmland if drained,56
"Trumbull County, Ohio",Th,"Tioga loam, frequently flooded",1120,Prime farmland if protected from flooding or not frequently flooded during the growing season,68
"Trumbull County, Ohio",VeB,"Venango silt loam, 2 to 6 percent slopes",1075,Prime farmland if drained,62
"Trumbull County, Ohio",GbC2,"Geeburg silt loam, 6 to 12 percent slopes, eroded",1040,Farmland of local importance,42
"Trumbull County, Ohio",Ch,"Carlisle muck, ponded",1030,Not prime farmland,NA
"Trumbull County, Ohio",RoB,"Remsen-Urban land complex, 2 to 6 percent slopes",1030,Not prime farmland,NA
"Trumbull County, Ohio",CgB,"Canfield-Urban land complex, 2 to 6 percent slopes",1015,Not prime farmland,NA
"Trumbull County, Ohio",LxF,"Lordstown-Rock outcrop complex, 18 to 50 percent slopes",995,Not prime farmland,NA
"Trumbull County, Ohio",CsB,"Chili-Urban land complex, 2 to 6 percent slopes",890,Not prime farmland,NA
"Trumbull County, Ohio",VeA,"Venango silt loam, 0 to 2 percent slopes",840,Prime farmland if drained,64
"Trumbull County, Ohio",MkB,"Mahoning-Urban land complex, 2 to 6 percent slopes",810,Not prime farmland,NA
"Trumbull County, Ohio",WeA,"Wadsworth-Urban land complex, 0 to 2 percent slopes",800,Not prime farmland,NA
"Trumbull County, Ohio",CcB,"Caneadea silt loam, 2 to 6 percent slopes",795,Farmland of local importance,60
"Trumbull County, Ohio",JuA,"Jimtown-Urban land complex, 0 to 3 percent slopes",760,Not prime farmland,NA
"Trumbull County, Ohio",SeB,"Seward loamy fine sand, 2 to 6 percent slopes",675,All areas are prime farmland,60
"Trumbull County, Ohio",RtB,"Rittman-Urban land complex, 4 to 10 percent slopes",655,Not prime farmland,NA
"Trumbull County, Ohio",LrB,"Lordstown loam, 2 to 6 percent slopes",650,All areas are prime farmland,64
"Trumbull County, Ohio",LaB,"Lakin loamy fine sand, 2 to 8 percent slopes",640,Farmland of local importance,64
"Trumbull County, Ohio",EhB2,"Ellsworth silt loam, 2 to 6 percent slopes, eroded",605,All areas are prime farmland,63
"Trumbull County, Ohio",Lo,Lorain silty clay loam,590,Prime farmland if drained,73
"Trumbull County, Ohio",EhF,"Ellsworth silt loam, 25 to 70 percent slopes",550,Not prime farmland,NA
"Trumbull County, Ohio",LyD,"Loudonville silt loam, 12 to 18 percent slopes",550,Not prime farmland,55
"Trumbull County, Ohio",Pg,"Pits, gravel",550,Not prime farmland,NA
"Trumbull County, Ohio",OsC,"Oshtemo sandy loam, 6 to 12 percent slopes",535,Farmland of local importance,60
"Trumbull County, Ohio",GfC,"Glenford silt loam, 6 to 12 percent slopes",520,Farmland of local importance,75
"Trumbull County, Ohio",Ot,"Otego silt loam, 0 to 2 percent slopes, frequently flooded",458,Prime farmland if protected from flooding or not frequently flooded during the growing season,69
"Trumbull County, Ohio",Du,Dumps,440,Not prime farmland,NA
"Trumbull County, Ohio",MhC,"Mahoning silt loam, shale substratum, 6 to 12 percent slopes",435,Farmland of local importance,60
