"areaname"|"mukey"|"musym"|"muname"|"mapunit_acres"|"survey_acres"
"Lawrence County, Ohio"|536184|"SsF"|"Steinsburg-Shelocta association, very steep"|63161|292480
"Lawrence County, Ohio"|536183|"SfE"|"Steinsburg-Clymer association, steep"|3146|292480
"Lawrence County, Ohio"|536178|"SbC"|"Shelocta silt loam, 6 to 15 percent slopes"|211|292480
"Lawrence County, Ohio"|536177|"SbB"|"Shelocta silt loam, 2 to 6 percent slopes"|783|292480
"Lawrence County, Ohio"|536176|"SaB"|"Sciotoville silt loam, 1 to 6 percent slopes"|1501|292480
"Lawrence County, Ohio"|536172|"Ps"|"Pits, sand and gravel"|245|292480
"Lawrence County, Ohio"|536169|"PkD"|"Pinegrove silty clay loam, 8 to 25 percent slopes"|857|292480
"Lawrence County, Ohio"|536168|"PgF"|"Pinegrove loamy coarse sand, 25 to 70 percent slopes"|1064|292480
"Lawrence County, Ohio"|536167|"PgD"|"Pinegrove loamy coarse sand, 8 to 25 percent slopes"|1023|292480
"Lawrence County, Ohio"|536166|"Pe"|"Peoga silt loam, rarely flooded"|160|292480
"Lawrence County, Ohio"|536164|"OmC2"|"Omulga silt loam, 6 to 15 percent slopes, eroded"|174|292480
"Lawrence County, Ohio"|536157|"McA"|"McGary silt loam, 0 to 2 percent slopes"|128|292480
"Lawrence County, Ohio"|536150|"LaD"|"Lakin loamy fine sand, 8 to 25 percent slopes"|202|292480
"Lawrence County, Ohio"|536149|"Kg"|"Kyger loamy sand, frequently flooded"|199|292480
"Lawrence County, Ohio"|536148|"KaC"|"Kanawha silt loam, 6 to 12 percent slopes"|2213|292480
"Lawrence County, Ohio"|536147|"KaB"|"Kanawha silt loam, 2 to 6 percent slopes"|9982|292480
"Lawrence County, Ohio"|536145|"FaD"|"Fairpoint channery silty clay loam, 8 to 25 percent slopes"|1042|292480
"Lawrence County, Ohio"|536144|"EmB"|"Elkinsville-Urban land complex, 1 to 8 percent slopes"|3657|292480
"Lawrence County, Ohio"|536143|"EkE"|"Elkinsville silt loam, 15 to 40 percent slopes"|366|292480
"Lawrence County, Ohio"|536142|"EkB"|"Elkinsville silt loam, 1 to 6 percent slopes"|3050|292480
"Lawrence County, Ohio"|536141|"Dp"|"Dumps"|45|292480
"Lawrence County, Ohio"|536140|"Cu"|"Cuba silt loam, occasionally flooded"|726|292480
"Lawrence County, Ohio"|536139|"CtB"|"Coolville-Tilsit silt loams, 2 to 6 percent slopes"|1806|292480
"Lawrence County, Ohio"|1455084|"Px"|"Pope silt loam, frequently flooded"|11|292480
"Meigs County, Ohio"|1527426|"GeD"|"Germano-Gilpin complex, 15 to 25 percent slopes"|1|276794
"Meigs County, Ohio"|1527427|"GeE"|"Germano-Gilpin complex, 25 to 40 percent slopes"|3|276794
"Meigs County, Ohio"|537139|"AgC"|"Aaron-Gilpin complex, 8 to 15 percent slopes"|2442|276794
"Meigs County, Ohio"|537140|"AuC2"|"Aaron-Upshur complex, 8 to 15 percent slopes, eroded"|1490|276794
"Meigs County, Ohio"|537145|"CkA"|"Cidermill silt loam, 0 to 2 percent slopes"|3160|276794
"Meigs County, Ohio"|537146|"CkB"|"Cidermill silt loam, 2 to 6 percent slopes"|1528|276794
"Meigs County, Ohio"|537147|"CnA"|"Conotton gravelly loam, 0 to 2 percent slopes"|746|276794
"Meigs County, Ohio"|537148|"CnC"|"Conotton gravelly loam, 6 to 12 percent slopes"|153|276794
"Meigs County, Ohio"|537149|"CnE"|"Conotton gravelly loam, 18 to 40 percent slopes"|278|276794
"Meigs County, Ohio"|537151|"Dp"|"Dumps, mine"|292|276794
"Meigs County, Ohio"|537152|"DuC"|"Duncannon silt loam, 6 to 12 percent slopes"|227|276794
"Meigs County, Ohio"|537154|"EkA"|"Elkinsville silt loam, 0 to 2 percent slopes"|261|276794
"Meigs County, Ohio"|537157|"GbA"|"Gallipolis silt loam, 0 to 2 percent slopes"|1493|276794
"Meigs County, Ohio"|537158|"GbB"|"Gallipolis silt loam, 2 to 6 percent slopes"|1192|276794
"Meigs County, Ohio"|537166|"GuE"|"Gilpin-Upshur complex, 25 to 50 percent slopes"|336|276794
"Meigs County, Ohio"|537168|"GwD"|"Guernsey-Gilpin complex, 15 to 25 percent slopes"|718|276794
"Meigs County, Ohio"|537169|"GwE"|"Guernsey-Gilpin complex, 25 to 40 percent slopes"|231|276794
"Meigs County, Ohio"|537171|"KeC"|"Keene silt loam, 6 to 12 percent slopes"|365|276794
"Meigs County, Ohio"|537172|"Ky"|"Kyger loamy sand, frequently flooded"|482|276794
"Meigs County, Ohio"|537173|"LaB"|"Lakin loamy fine sand, 1 to 6 percent slopes"|536|276794
"Meigs County, Ohio"|537174|"LaC"|"Lakin loamy fine sand, 6 to 12 percent slopes"|309|276794
"Meigs County, Ohio"|537175|"LaD"|"Lakin loamy fine sand, 12 to 18 percent slopes"|260|276794
"Meigs County, Ohio"|537176|"LaE"|"Lakin loamy fine sand, 18 to 40 percent slopes"|259|276794
"Meigs County, Ohio"|537187|"PnB"|"Pinegrove coarse sandy loam, 0 to 8 percent slopes"|452|276794
"Meigs County, Ohio"|537188|"PnD"|"Pinegrove coarse sandy loam, 8 to 25 percent slopes"|2835|276794
"Meigs County, Ohio"|537190|"PnF"|"Pinegrove coarse sandy loam, 25 to 70 percent slopes"|602|276794
"Meigs County, Ohio"|537191|"PuB"|"Pinegrove silty clay loam, 0 to 8 percent slopes"|743|276794
"Meigs County, Ohio"|537192|"PuD"|"Pinegrove silty clay loam, 8 to 25 percent slopes"|224|276794
"Meigs County, Ohio"|537193|"PuF"|"Pinegrove silty clay loam, 25 to 70 percent slopes"|404|276794
"Meigs County, Ohio"|537194|"Px"|"Pits, gravel"|671|276794
"Meigs County, Ohio"|537196|"RcB"|"Richland silt loam, 2 to 6 percent slopes"|1071|276794
"Meigs County, Ohio"|537197|"StF"|"Steinsburg fine sandy loam, 40 to 70 percent slopes"|899|276794
"Meigs County, Ohio"|537198|"TaA"|"Taggart silt loam, 0 to 2 percent slopes"|1406|276794
"Meigs County, Ohio"|537202|"UgE"|"Upshur-Gilpin complex, 25 to 50 percent slopes"|99663|276794
"Meigs County, Ohio"|537204|"UsD"|"Upshur-Steinsburg complex, 15 to 25 percent slopes"|1654|276794
"Meigs County, Ohio"|537205|"UsE"|"Upshur-Steinsburg complex, 25 to 50 percent slopes"|6119|276794
"Meigs County, Ohio"|537208|"VnB2"|"Vincent silty clay loam, 2 to 6 percent slopes, eroded"|398|276794
"Meigs County, Ohio"|537209|"VnC2"|"Vincent silty clay loam, 6 to 12 percent slopes, eroded"|949|276794
"Meigs County, Ohio"|537210|"WgD"|"Westmoreland-Gilpin complex, 15 to 25 percent slopes"|25|276794
"Meigs County, Ohio"|537211|"WgE"|"Westmoreland-Gilpin complex, 25 to 40 percent slopes"|25|276794
"Meigs County, Ohio"|537212|"WgF"|"Westmoreland-Gilpin complex, 40 to 70 percent slopes"|99|276794
"Meigs County, Ohio"|1527412|"BkF"|"Berks-Westmoreland silt loams, 40 to 70 percent slopes"|5|276794
"Meigs County, Ohio"|1527413|"DeF"|"Dekalb-Westmoreland complex, 40 to 70 percent slopes"|3|276794
"Meigs County, Ohio"|1527415|"RdD"|"Richland loam, 15 to 25 percent slopes"|3|276794
"Meigs County, Ohio"|1527416|"RdE"|"Richland loam, 25 to 40 percent slopes"|1|276794
"Meigs County, Ohio"|1527417|"SsE"|"Steinsburg sandy loam, 25 to 40 percent slopes"|4|276794
"Meigs County, Ohio"|1527418|"SsF"|"Steinsburg sandy loam, 40 to 70 percent slopes"|7|276794
"Meigs County, Ohio"|1527419|"UpC"|"Upshur silty clay loam, 8 to 15 percent slopes"|32|276794
"Meigs County, Ohio"|1527420|"VbD"|"Vandalia-Brookside complex, 15 to 25 percent slopes"|10|276794
"Meigs County, Ohio"|1527421|"VcD"|"Vandalia-Richland complex, 15 to 25 percent slopes"|27|276794
"Meigs County, Ohio"|1527424|"WpB"|"Woodsfield silt loam, 3 to 8 percent slopes"|4|276794
"Meigs County, Ohio"|2451272|"Gal2C1"|"Gallia loam, 6 to 12 percent slopes"|762|276794
"Meigs County, Ohio"|2451273|"Gal2D1"|"Gallia loam, 12 to 18 percent slopes"|255|276794
"Meigs County, Ohio"|2451279|"Mos1AF"|"Moshannon silt loam, 0 to 3 percent slopes, frequently flooded"|1347|276794
"Meigs County, Ohio"|2451280|"New1AF"|"Newark silt loam, 0 to 3 percent slopes, frequently flooded"|1731|276794
"Meigs County, Ohio"|2451275|"KnL1AF"|"Kinnick-Lindside silt loams, 0 to 3 percent slopes, frequently flooded"|2809|276794
"Meigs County, Ohio"|2451270|"Chg1AF"|"Chagrin silt loam, 0 to 3 percent slopes, frequently flooded"|9955|276794
"Meigs County, Ohio"|2451276|"Lic1B1"|"Licking silt loam, 2 to 6 percent slopes"|520|276794
"Meigs County, Ohio"|2451277|"Lic1C2"|"Licking silt loam, 6 to 12 percent slopes, eroded"|1407|276794
"Meigs County, Ohio"|2451278|"Lic1D2"|"Licking silt loam, 12 to 18 percent slopes, eroded"|443|276794
"Meigs County, Ohio"|2479708|"Mel1AF"|"Melvin silt loam, 0 to 2 percent slopes, frequently flooded"|1|276794
"Meigs County, Ohio"|2451274|"Hay1AF"|"Haymond silt loam, 0 to 3 percent slopes, frequently flooded"|664|276794
"Meigs County, Ohio"|1527422|"W"|"Water"|1971|276794
"Meigs County, Ohio"|2451285|"PpS1AF"|"Pope-Stokly silt loams, 0 to 3 percent slopes, frequently flooded"|190|276794
"Meigs County, Ohio"|2451287|"SkP1AF"|"Stokly-Philo silt loams, 0 to 3 percent slopes, frequently flooded"|75|276794
"Meigs County, Ohio"|2451284|"Pop1AF"|"Pope silt loam, 0 to 3 percent slopes, frequently flooded"|238|276794
"Meigs County, Ohio"|2451283|"Orr1AF"|"Orrville silt loam, 0 to 3 percent slopes, frequently flooded"|1630|276794
"Meigs County, Ohio"|1685544|"Ud"|"Udorthents"|1|276794
"Meigs County, Ohio"|2451286|"Rar1C2"|"Rarden silt loam, 8 to 15 percent slopes, eroded"|1790|276794
"Meigs County, Ohio"|2455105|"GlR1D1"|"Gilpin-Rarden silt loams, 15 to 25 percent slopes"|112|276794
"Meigs County, Ohio"|2455106|"GlR1D2"|"Gilpin-Rarden silt loams, 15 to 25 percent slopes, eroded"|2712|276794
"Meigs County, Ohio"|2455107|"GlR1E1"|"Gilpin-Rarden silt loams, 25 to 40 percent slopes"|8804|276794
"Meigs County, Ohio"|2451271|"Dol1A1"|"Doles silt loam, 0 to 2 percent slopes"|261|276794
"Meigs County, Ohio"|2451281|"Omu1B1"|"Omulga silt loam, 2 to 6 percent slopes"|4179|276794
"Meigs County, Ohio"|2451282|"Omu1C1"|"Omulga silt loam, 6 to 12 percent slopes"|5095|276794
"Meigs County, Ohio"|2451289|"Wya1B1"|"Wyatt silt loam, 2 to 6 percent slopes"|149|276794
"Meigs County, Ohio"|2451290|"Wya3C2"|"Wyatt silty clay loam, 6 to 12 percent slopes, eroded"|270|276794
"Meigs County, Ohio"|2451291|"Wya3D2"|"Wyatt silty clay loam, 12 to 18 percent slopes, eroded"|124|276794
"Meigs County, Ohio"|537199|"UbC"|"Upshur silt loam, 8 to 15 percent slopes"|1964|276794
"Meigs County, Ohio"|537170|"KeB"|"Keene silt loam, 3 to 8 percent slopes"|846|276794
"Meigs County, Ohio"|537159|"GhB"|"Gilpin silt loam, 3 to 8 percent slopes"|63|276794
"Meigs County, Ohio"|537160|"GhC2"|"Gilpin silt loam, 8 to 15 percent slopes"|3622|276794
"Meigs County, Ohio"|537165|"GuD"|"Gilpin-Upshur silt loams, 15 to 25 percent slopes"|250|276794
"Meigs County, Ohio"|537164|"GuC"|"Gilpin-Upshur silt loams, 8 to 15 percent slopes"|50|276794
"Meigs County, Ohio"|537207|"VaD2"|"Vandalia silt loam, 15 to 25 percent slopes"|3689|276794
"Meigs County, Ohio"|537206|"VaC2"|"Vandalia silt loam, 8 to 15 percent slopes"|391|276794
"Meigs County, Ohio"|537182|"No"|"Nolin silt loam, 0 to 3 percent slopes, frequently flooded"|838|276794
"Meigs County, Ohio"|1527423|"WeC"|"Wellston silt loam, 8 to 15 percent slopes"|1|276794
"Meigs County, Ohio"|537201|"UgD"|"Upshur-Gilpin silt loams, 15 to 25 percent slopes"|47664|276794
"Meigs County, Ohio"|537200|"UgC2"|"Upshur-Gilpin silt loams, 8 to 15 percent slopes, eroded"|34117|276794
"Meigs County, Ohio"|537215|"WoB"|"Woodsfield silt loam, 3 to 8 percent slopes"|694|276794
"Meigs County, Ohio"|1527425|"ZnB"|"Zanesville silt loam, 3 to 8 percent slopes"|13|276794
"Monroe County, Ohio"|1469223|"AlD"|"Allegheny silt loam, 12 to 18 percent slopes"|1|292730
"Monroe County, Ohio"|537752|"AsA"|"Ashton silt loam, 0 to 3 percent slopes"|200|292730
"Monroe County, Ohio"|2899882|"Bhh7D1"|"Bethesda channery loam, 8 to 25 percent slopes, unreclaimed, highwall"|2|292730
"Monroe County, Ohio"|2899883|"Bhh7F1"|"Bethesda channery loam, 25 to 70 percent slopes, unreclaimed, highwall"|5|292730
"Monroe County, Ohio"|1469243|"BsD2"|"Brookside silt loam, 15 to 25 percent slopes, eroded"|52|292730
"Monroe County, Ohio"|1469268|"BtD"|"Brookside silty clay loam, 15 to 25 percent slopes"|26|292730
"Monroe County, Ohio"|537753|"BwD2"|"Brooke silty clay loam, 12 to 18 percent slopes, moderately eroded"|221|292730
"Monroe County, Ohio"|537754|"BwE2"|"Brooke silty clay loam, 18 to 35 percent slopes, moderately eroded"|577|292730
"Monroe County, Ohio"|537757|"CaD2"|"Captina silt loam, 12 to 18 percent slopes, moderately eroded"|98|292730
"Monroe County, Ohio"|2396117|"Chg1AF"|"Chagrin silt loam, 0 to 3 percent slopes, frequently flooded"|5416|292730
"Monroe County, Ohio"|537759|"CoA"|"Conotton gravelly loam, 0 to 2 percent slopes"|108|292730
"Monroe County, Ohio"|537760|"CoD"|"Conotton gravelly loam, 6 to 18 percent slopes"|96|292730
"Monroe County, Ohio"|537761|"CrC2"|"Coolville-Rarden silt loams, 6 to 12 percent slopes, moderately eroded"|241|292730
"Monroe County, Ohio"|537762|"CrD2"|"Coolville-Rarden silt loams, 12 to 18 percent slopes, moderately eroded"|158|292730
"Monroe County, Ohio"|1469269|"CuC"|"Culleoka silt loam, 8 to 15 percent slopes"|3|292730
"Monroe County, Ohio"|1469224|"DhD"|"Dekalb loam, 12 to 18 percent slopes"|9|292730
"Monroe County, Ohio"|1469225|"DhE"|"Dekalb loam, 18 to 25 percent slopes"|36|292730
"Monroe County, Ohio"|537763|"DkC2"|"Dekalb loam, 6 to 12 percent slopes, moderately eroded"|110|292730
"Monroe County, Ohio"|537764|"DkD2"|"Dekalb loam, 12 to 18 percent slopes, moderately eroded"|364|292730
"Monroe County, Ohio"|537765|"DkE2"|"Dekalb loam, 18 to 35 percent slopes, moderately eroded"|1109|292730
"Monroe County, Ohio"|1469244|"DmE"|"Dekalb channery loam, 25 to 40 percent slopes"|7|292730
"Monroe County, Ohio"|1469245|"DmF"|"Dekalb channery loam, 40 to 70 percent slopes"|1|292730
"Monroe County, Ohio"|1469270|"DnF"|"Dekalb moderately channery loam, 40 to 70 percent slopes"|104|292730
"Monroe County, Ohio"|1469271|"Ds"|"Dumps, mine"|11|292730
"Monroe County, Ohio"|1469246|"EbD2"|"Elba silty clay loam, 15 to 25 percent slopes, eroded"|37|292730
"Monroe County, Ohio"|1469247|"EbE2"|"Elba silty clay loam, 25 to 40 percent slopes, eroded"|109|292730
"Monroe County, Ohio"|1469248|"EdD2"|"Elba-Guernsey silty clay loams, 15 to 25 percent slopes, eroded"|3|292730
"Monroe County, Ohio"|2899887|"Fph4D1"|"Fairpoint channery silt loam, 8 to 25 percent slopes, unreclaimed, highwall"|20|292730
"Monroe County, Ohio"|2899886|"Fpn4D1"|"Fairpoint channery silt loam, 8 to 25 percent slopes, unreclaimed"|2|292730
"Monroe County, Ohio"|1469249|"GcC"|"Gilpin silt loam, 8 to 15 percent slopes"|38|292730
"Monroe County, Ohio"|1469250|"GcD"|"Gilpin silt loam, 15 to 25 percent slopes"|163|292730
"Monroe County, Ohio"|1469251|"GcE"|"Gilpin silt loam, 25 to 35 percent slopes"|527|292730
"Monroe County, Ohio"|1469252|"GcF"|"Gilpin silt loam, 35 to 70 percent slopes"|682|292730
"Monroe County, Ohio"|537766|"GdE"|"Gilpin and Dekalb very stony soils, 12 to 35 percent slopes"|266|292730
"Monroe County, Ohio"|537767|"GdG"|"Gilpin and Dekalb very stony soils, 35 to 70 percent slopes"|4426|292730
"Monroe County, Ohio"|537768|"GkB2"|"Gilpin-Upshur complex, 2 to 6 percent slopes, moderately eroded"|282|292730
"Monroe County, Ohio"|537769|"GkC2"|"Gilpin-Upshur complex, 6 to 12 percent slopes, moderately eroded"|3611|292730
"Monroe County, Ohio"|537770|"GkD"|"Gilpin-Upshur complex, 12 to 18 percent slopes"|916|292730
"Monroe County, Ohio"|537771|"GkD2"|"Gilpin-Upshur complex, 12 to 18 percent slopes, moderately eroded"|13656|292730
"Monroe County, Ohio"|537772|"GkE2"|"Gilpin-Upshur complex, 18 to 35 percent slopes, moderately eroded"|42725|292730
"Monroe County, Ohio"|537773|"GkE3"|"Gilpin-Upshur silt loams, 25 to 35 percent slopes, severely eroded"|3820|292730
"Monroe County, Ohio"|537774|"GkG"|"Gilpin-Upshur silt loams, 35 to 70 percent slopes"|37388|292730
"Monroe County, Ohio"|537775|"GkG3"|"Gilpin-Upshur complex, 35 to 70 percent slopes, severely eroded"|768|292730
"Monroe County, Ohio"|537776|"GlE"|"Gilpin-Upshur complex, steep, benched"|185|292730
"Monroe County, Ohio"|537777|"GlG"|"Gilpin-Upshur complex, very steep, benched"|6174|292730
"Monroe County, Ohio"|1469253|"GmD2"|"Gilpin-Upshur complex, 15 to 25 percent slopes"|97|292730
"Monroe County, Ohio"|1469254|"GmE2"|"Gilpin-Upshur complex, 25 to 35 percent slopes"|587|292730
"Monroe County, Ohio"|1469255|"GmF2"|"Gilpin-Upshur complex, 35 to 70 percent slopes, eroded"|40|292730
"Monroe County, Ohio"|537778|"GnE"|"Gilpin-Upshur very stony complex, 12 to 35 percent slopes"|250|292730
"Monroe County, Ohio"|537779|"GnG"|"Gilpin-Upshur very stony complex, 35 to 70 percent slopes"|703|292730
"Monroe County, Ohio"|537780|"GoB2"|"Gilpin-Westmoreland silt loams, 2 to 6 percent slopes, moderately eroded"|766|292730
"Monroe County, Ohio"|537781|"GoC2"|"Gilpin-Westmoreland silt loams, 6 to 12 percent slopes, moderately eroded"|4858|292730
"Monroe County, Ohio"|537782|"GoD2"|"Gilpin-Westmoreland silt loams, 12 to 18 percent slopes, moderately eroded"|9587|292730
"Monroe County, Ohio"|537783|"GoD3"|"Gilpin-Westmoreland silt loams, 12 to 18 percent slopes, severely eroded"|446|292730
"Monroe County, Ohio"|537784|"GoE2"|"Gilpin-Westmoreland silt loams, 18 to 35 percent slopes, moderately eroded"|28271|292730
"Monroe County, Ohio"|537785|"GoE3"|"Gilpin-Westmoreland silt loams, 18 to 35 percent slopes, severely eroded"|1359|292730
"Monroe County, Ohio"|537786|"GoG2"|"Gilpin-Westmoreland silt loams, 35 to 70 percent slopes, moderately eroded"|26096|292730
"Monroe County, Ohio"|537788|"GpG"|"Gilpin-Westmoreland silt loams, very steep, benched"|859|292730
"Monroe County, Ohio"|537789|"GrC2"|"Guernsey-Upshur complex, 6 to 12 percent slopes, moderately eroded"|148|292730
"Monroe County, Ohio"|537790|"GrD2"|"Guernsey-Upshur complex, 12 to 18 percent slopes, moderately eroded"|913|292730
"Monroe County, Ohio"|537791|"GrE2"|"Guernsey-Upshur complex, 18 to 35 percent slopes, moderately eroded"|3213|292730
"Monroe County, Ohio"|537792|"GrG2"|"Guernsey-Upshur complex, 35 to 70 percent slopes, moderately eroded"|2428|292730
"Monroe County, Ohio"|537793|"GsG"|"Guernsey-Upshur complex, 18 to 70 percent slopes, landslip"|4912|292730
"Monroe County, Ohio"|1469257|"GtC"|"Guernsey silt loam, 6 to 15 percent slopes"|5|292730
"Monroe County, Ohio"|1469258|"GtD"|"Guernsey silt loam, 15 to 25 percent slopes"|234|292730
"Monroe County, Ohio"|537794|"GuE"|"Guernsey-Upshur complex, steep, benched"|245|292730
"Monroe County, Ohio"|537795|"GuG"|"Guernsey-Upshur complex, very steep, benched"|1053|292730
"Monroe County, Ohio"|537796|"GwC2"|"Guernsey-Westmore silt loams, 6 to 12 percent slopes, moderately eroded"|493|292730
"Monroe County, Ohio"|537797|"GwD2"|"Guernsey-Westmore silt loams, 12 to 18 percent slopes, moderately eroded"|3949|292730
"Monroe County, Ohio"|537798|"GwE2"|"Guernsey-Westmore silt loams, 18 to 35 percent slopes, moderately eroded"|10619|292730
"Monroe County, Ohio"|537799|"GwE3"|"Guernsey-Westmore silt loams, 18 to 35 percent slopes, severely eroded"|422|292730
"Monroe County, Ohio"|537800|"GwG2"|"Guernsey-Westmore silt loams, 35 to 70 percent slopes, moderately eroded"|8306|292730
"Monroe County, Ohio"|537801|"Gy"|"Gullied land, Gilpin-Upshur material"|354|292730
"Monroe County, Ohio"|537802|"HcB"|"Hackers silt loam, 3 to 8 percent slopes, rarely flooded"|208|292730
"Monroe County, Ohio"|537803|"He"|"Hartshorn silt loam"|3672|292730
"Monroe County, Ohio"|1469272|"Hf"|"Hartshorn silt loam, occasionally flooded"|102|292730
"Monroe County, Ohio"|537804|"Hr"|"Hartshorn silt loam, wet variant"|424|292730
"Monroe County, Ohio"|537805|"Hu"|"Huntington silt loam"|737|292730
"Monroe County, Ohio"|537806|"KeB"|"Keene silt loam, 3 to 8 percent slopes"|107|292730
"Monroe County, Ohio"|1469227|"KeC"|"Keene silt loam, 6 to 12 percent slopes"|2|292730
"Monroe County, Ohio"|537807|"KeC2"|"Keene silt loam, 6 to 12 percent slopes, moderately eroded"|552|292730
"Monroe County, Ohio"|537808|"KlD2"|"Keene-Latham silt loam, 12 to 18 percent slopes, moderately eroded"|720|292730
